學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
101學年,臺北市,67886,33627,34259,22908,11266,11642,22911,11350,11561,22050,10997,11053,17,14,3,21718,10693,11025,3831,2551,1280,1283,868,415,1277,806,471,1271,877,394,-,-,-,1258,868,390,48376,24155,24221,16332,7987,8345,16545,8308,8237,15496,7857,7639,3,3,-,15212,7564,7648,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15679,6921,8758,5293,2411,2882,5089,2236,2853,5283,2263,3020,14,11,3,5248,2261,2987
101學年,臺中市,38755,19872,18883,13277,6864,6413,12855,6482,6373,12619,6523,6096,4,3,1,11900,6197,5703,16466,8933,7533,5538,2966,2572,5454,2955,2499,5474,3012,2462,-,-,-,5234,2881,2353,8448,4060,4388,3029,1461,1568,2727,1250,1477,2692,1349,1343,-,-,-,2315,1131,1184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13841,6879,6962,4710,2437,2273,4674,2277,2397,4453,2162,2291,4,3,1,4351,2185,2166
101學年,臺南市,28526,15087,13439,9637,5126,4511,9495,4989,4506,9389,4967,4422,5,5,-,8966,4790,4176,14070,7457,6613,4808,2548,2260,4725,2503,2222,4532,2401,2131,5,5,-,4430,2344,2086,1871,941,930,675,332,343,620,329,291,576,280,296,-,-,-,552,268,284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12585,6689,5896,4154,2246,1908,4150,2157,1993,4281,2286,1995,-,-,-,3984,2178,1806
101學年,高雄市,38051,19640,18411,12846,6703,6143,12708,6524,6184,12495,6412,6083,2,1,1,12276,6410,5866,7814,4175,3639,2675,1447,1228,2595,1349,1246,2543,1378,1165,1,1,-,2503,1402,1101,23463,11833,11630,8022,4070,3952,7776,3915,3861,7664,3848,3816,1,-,1,7343,3705,3638,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6774,3632,3142,2149,1186,963,2337,1260,1077,2288,1186,1102,-,-,-,2430,1303,1127
101學年,宜蘭縣,6611,3394,3217,2275,1180,1095,2178,1106,1072,2158,1108,1050,-,-,-,2140,1075,1065,5128,2432,2696,1739,822,917,1703,806,897,1686,804,882,-,-,-,1700,795,905,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137,85,52,59,38,21,54,30,24,24,17,7,-,-,-,20,15,5,1346,877,469,477,320,157,421,270,151,448,287,161,-,-,-,420,265,155
101學年,桃園縣,29931,15491,14440,10283,5365,4918,9806,5059,4747,9833,5058,4775,9,9,-,9117,4683,4434,13588,7184,6404,4584,2416,2168,4505,2368,2137,4499,2400,2099,-,-,-,4361,2318,2043,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9207,4477,4730,3305,1649,1656,2935,1419,1516,2967,1409,1558,-,-,-,2452,1204,1248,7136,3830,3306,2394,1300,1094,2366,1272,1094,2367,1249,1118,9,9,-,2304,1161,1143
101學年,新竹縣,3093,1612,1481,1102,600,502,1038,532,506,952,479,473,1,1,-,864,407,457,1823,875,948,613,304,309,614,286,328,596,285,311,-,-,-,570,252,318,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,416,215,201,141,73,68,141,67,74,133,74,59,1,1,-,143,72,71,854,522,332,348,223,125,283,179,104,223,120,103,-,-,-,151,83,68
101學年,苗栗縣,5125,2495,2630,2079,1009,1070,1535,746,789,1509,738,771,2,2,-,1470,651,819,3830,1778,2052,1650,773,877,1106,505,601,1074,500,574,-,-,-,1037,390,647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,102,36,43,29,14,44,30,14,51,43,8,-,-,-,44,36,8,1157,615,542,386,207,179,385,211,174,384,195,189,2,2,-,389,225,164
101學年,彰化縣,11702,6124,5578,4092,2133,1959,3892,2057,1835,3718,1934,1784,-,-,-,3525,1838,1687,7686,4009,3677,2580,1333,1247,2586,1361,1225,2520,1315,1205,-,-,-,2546,1341,1205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1823,856,967,735,346,389,622,303,319,466,207,259,-,-,-,320,149,171,2193,1259,934,777,454,323,684,393,291,732,412,320,-,-,-,659,348,311
101學年,南投縣,4280,2180,2100,1466,743,723,1452,746,706,1351,682,669,11,9,2,1369,677,692,2508,1250,1258,846,419,427,848,438,410,811,390,421,3,3,-,750,353,397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,748,345,403,261,126,135,273,121,152,214,98,116,-,-,-,224,106,118,1024,585,439,359,198,161,331,187,144,326,194,132,8,6,2,395,218,177
101學年,雲林縣,8414,4431,3983,2933,1537,1396,2789,1463,1326,2692,1431,1261,-,-,-,2589,1329,1260,4105,2091,2014,1394,707,687,1362,673,689,1349,711,638,-,-,-,1342,676,666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1175,609,566,438,233,205,388,200,188,349,176,173,-,-,-,375,198,177,3134,1731,1403,1101,597,504,1039,590,449,994,544,450,-,-,-,872,455,417
101學年,嘉義縣,2650,1325,1325,942,501,441,862,419,443,845,405,440,1,-,1,840,419,421,1120,515,605,392,197,195,356,156,200,372,162,210,-,-,-,363,164,199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,552,256,296,186,95,91,190,90,100,176,71,105,-,-,-,164,78,86,978,554,424,364,209,155,316,173,143,297,172,125,1,-,1,313,177,136
101學年,屏東縣,9416,4635,4781,3290,1674,1616,3084,1529,1555,3042,1432,1610,-,-,-,2751,1396,1355,5826,2948,2878,2011,1032,979,1916,968,948,1899,948,951,-,-,-,1880,966,914,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1867,806,1061,687,324,363,602,269,333,578,213,365,-,-,-,440,198,242,1723,881,842,592,318,274,566,292,274,565,271,294,-,-,-,431,232,199
101學年,臺東縣,488,317,171,179,121,58,142,93,49,166,102,64,1,1,-,177,110,67,431,281,150,159,110,49,130,86,44,141,84,57,1,1,-,143,91,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,36,21,20,11,9,12,7,5,25,18,7,-,-,-,34,19,15
101學年,花蓮縣,4564,2334,2230,1623,814,809,1506,774,732,1434,745,689,1,1,-,1494,747,747,2729,1427,1302,918,475,443,919,480,439,892,472,420,-,-,-,876,449,427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131,87,44,44,31,13,44,29,15,42,26,16,1,1,-,40,31,9,1704,820,884,661,308,353,543,265,278,500,247,253,-,-,-,578,267,311
101學年,澎湖縣,1128,552,576,399,209,190,361,164,197,368,179,189,-,-,-,380,182,198,1128,552,576,399,209,190,361,164,197,368,179,189,-,-,-,380,182,198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,基隆市,6340,3083,3257,2294,1162,1132,2102,1034,1068,1942,886,1056,2,1,1,2000,878,1122,4184,1755,2429,1437,633,804,1406,586,820,1341,536,805,-,-,-,1342,544,798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1287,825,462,529,332,197,397,278,119,361,215,146,-,-,-,387,191,196,869,503,366,328,197,131,299,170,129,240,135,105,2,1,1,271,143,128
101學年,新竹市,8402,4236,4166,2965,1490,1475,2810,1415,1395,2627,1331,1296,-,-,-,2554,1248,1306,5142,2647,2495,1750,894,856,1700,881,819,1692,872,820,-,-,-,1673,842,831,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002,1072,930,757,418,339,704,364,340,541,290,251,-,-,-,493,253,240,1258,517,741,458,178,280,406,170,236,394,169,225,-,-,-,388,153,235
101學年,嘉義市,7041,3479,3562,2326,1162,1164,2290,1096,1194,2424,1220,1204,1,1,-,2147,1121,1026,4293,2212,2081,1475,752,723,1416,727,689,1401,732,669,1,1,-,1410,738,672,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2748,1267,1481,851,410,441,874,369,505,1023,488,535,-,-,-,737,383,354
101學年,金門縣,1023,505,518,346,181,165,335,162,173,342,162,180,-,-,-,320,154,166,1023,505,518,346,181,165,335,162,173,342,162,180,-,-,-,320,154,166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,總計,318284,162452,155832,109424,55715,53709,105961,53989,51972,102837,52699,50138,62,49,13,97945,49357,48588,120622,62989,57633,40914,21154,19760,40085,20912,19173,39604,20908,18696,19,15,4,38845,20136,18709,91993,46557,45436,31924,16054,15870,30425,15531,14894,29641,14971,14670,3,1,2,28418,13945,14473,17825,8872,8953,6605,3339,3266,5982,2894,3088,5235,2637,2598,3,2,1,3852,1895,1957,87844,44034,43810,29981,15168,14813,29469,14652,14817,28357,14183,14174,37,31,6,26830,13381,13449
100學年,新北市,39478,20115,19363,13587,6961,6626,13110,6580,6530,12766,6559,6207,15,15,-,12174,6239,5935,15052,7840,7212,5152,2653,2499,4991,2485,2506,4903,2696,2207,6,6,-,4724,2518,2206,11258,5876,5382,3953,2059,1894,3685,1968,1717,3619,1848,1771,1,1,-,3311,1700,1611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13168,6399,6769,4482,2249,2233,4434,2127,2307,4244,2015,2229,8,8,-,4139,2021,2118
100學年,臺北市,67768,33746,34022,23286,11544,11742,22330,11193,11137,22141,11000,11141,11,9,2,21527,10603,10924,3866,2594,1272,1293,818,475,1291,890,401,1282,886,396,-,-,-,1312,899,413,47967,24250,23717,16702,8417,8285,15717,8021,7696,15548,7812,7736,-,-,-,15186,7445,7741,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15935,6902,9033,5291,2309,2982,5322,2282,3040,5311,2302,3009,11,9,2,5029,2259,2770
100學年,臺中市,37618,19401,18217,12975,6582,6393,12653,6544,6109,11987,6272,5715,3,3,-,11583,5851,5732,16267,8923,7344,5485,2970,2515,5494,3027,2467,5288,2926,2362,-,-,-,5291,2866,2425,7770,3767,4003,2753,1273,1480,2689,1347,1342,2328,1147,1181,-,-,-,1959,861,1098,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13581,6711,6870,4737,2339,2398,4470,2170,2300,4371,2199,2172,3,3,-,4333,2124,2209
100學年,臺南市,28223,14995,13228,9720,5135,4585,9447,5006,4441,9052,4850,4202,4,4,-,8960,4671,4289,13906,7393,6513,4832,2569,2263,4560,2421,2139,4510,2399,2111,4,4,-,4460,2335,2125,1770,886,884,638,335,303,580,284,296,552,267,285,-,-,-,524,242,282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12547,6716,5831,4250,2231,2019,4307,2301,2006,3990,2184,1806,-,-,-,3976,2094,1882
100學年,高雄市,38103,19754,18349,12894,6627,6267,12645,6509,6136,12562,6618,5944,2,-,2,11878,6095,5783,7699,4156,3543,2623,1361,1262,2552,1381,1171,2524,1414,1110,-,-,-,2479,1332,1147,23228,11778,11450,7878,3970,3908,7754,3911,3843,7594,3897,3697,2,-,2,7438,3697,3741,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7176,3820,3356,2393,1296,1097,2339,1217,1122,2444,1307,1137,-,-,-,1961,1066,895
100學年,宜蘭縣,6559,3350,3209,2241,1153,1088,2169,1113,1056,2149,1084,1065,-,-,-,2017,1010,1007,5127,2424,2703,1722,813,909,1698,810,888,1707,801,906,-,-,-,1724,816,908,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,68,33,55,35,20,26,18,8,20,15,5,-,-,-,-,-,-,1331,858,473,464,305,159,445,285,160,422,268,154,-,-,-,293,194,99
100學年,桃園縣,29189,15077,14112,9896,5072,4824,9942,5127,4815,9339,4868,4471,12,10,2,8139,4198,3941,13553,7222,6331,4512,2359,2153,4549,2438,2111,4491,2424,2067,1,1,-,4332,2320,2012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8508,4128,4380,2975,1431,1544,3013,1436,1577,2520,1261,1259,-,-,-,1430,706,724,7128,3727,3401,2409,1282,1127,2380,1253,1127,2328,1183,1145,11,9,2,2377,1172,1205
100學年,新竹縣,2937,1493,1444,1080,577,503,963,485,478,894,431,463,-,-,-,747,349,398,1810,848,962,610,287,323,602,287,315,598,274,324,-,-,-,562,239,323,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,425,221,204,148,74,74,132,73,59,145,74,71,-,-,-,23,16,7,702,424,278,322,216,106,229,125,104,151,83,68,-,-,-,162,94,68
100學年,苗栗縣,4629,2217,2412,1559,752,807,1532,755,777,1538,710,828,-,-,-,1433,670,763,3303,1455,1848,1115,502,613,1090,511,579,1098,442,656,-,-,-,1017,432,585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,118,30,50,36,14,52,44,8,46,38,8,-,-,-,46,38,8,1178,644,534,394,214,180,390,200,190,394,230,164,-,-,-,370,200,170
100學年,彰化縣,11209,5891,5318,3943,2100,1843,3730,1945,1785,3536,1846,1690,-,-,-,3541,1870,1671,7673,4034,3639,2587,1361,1226,2530,1324,1206,2556,1349,1207,-,-,-,2619,1392,1227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1427,680,747,642,323,319,465,208,257,320,149,171,-,-,-,337,158,179,2109,1177,932,714,416,298,735,413,322,660,348,312,-,-,-,585,320,265
100學年,南投縣,4242,2149,2093,1485,760,725,1368,695,673,1387,693,694,2,1,1,983,491,492,2436,1200,1236,855,439,416,820,397,423,760,363,397,1,1,-,598,288,310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,719,331,388,281,126,155,214,99,115,224,106,118,-,-,-,220,97,123,1087,618,469,349,195,154,334,199,135,403,224,179,1,-,1,165,106,59
100學年,雲林縣,8184,4312,3872,2860,1514,1346,2729,1464,1265,2593,1333,1260,2,1,1,2545,1306,1239,4085,2078,2007,1377,679,698,1359,717,642,1347,681,666,2,1,1,1345,631,714,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1136,594,542,412,219,193,351,179,172,373,196,177,-,-,-,294,163,131,2963,1640,1323,1071,616,455,1019,568,451,873,456,417,-,-,-,906,512,394
100學年,嘉義縣,2578,1264,1314,881,434,447,848,406,442,849,424,425,-,-,-,754,351,403,1108,496,612,364,164,200,373,163,210,371,169,202,-,-,-,370,144,226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,534,241,293,193,92,101,177,71,106,164,78,86,-,-,-,97,46,51,936,527,409,324,178,146,298,172,126,314,177,137,-,-,-,287,161,126
100學年,屏東縣,9074,4494,4580,3210,1611,1599,3070,1453,1617,2793,1430,1363,1,-,1,2727,1282,1445,5785,2953,2832,1962,1001,961,1920,965,955,1903,987,916,-,-,-,1913,928,985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1705,729,976,658,299,359,590,221,369,457,209,248,-,-,-,460,176,284,1584,812,772,590,311,279,560,267,293,433,234,199,1,-,1,354,178,176
100學年,臺東縣,509,321,188,156,102,54,164,102,62,187,115,72,2,2,-,130,70,60,442,280,162,145,95,50,142,87,55,153,96,57,2,2,-,116,62,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,41,26,11,7,4,22,15,7,34,19,15,-,-,-,14,8,6
100學年,花蓮縣,4500,2315,2185,1532,787,745,1450,760,690,1518,768,750,-,-,-,1428,714,714,2723,1430,1293,925,483,442,905,484,421,893,463,430,-,-,-,881,442,439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134,90,44,51,32,19,42,26,16,41,32,9,-,-,-,40,30,10,1643,795,848,556,272,284,503,250,253,584,273,311,-,-,-,507,242,265
100學年,澎湖縣,1139,541,598,386,178,208,370,178,192,383,185,198,-,-,-,285,142,143,1139,541,598,386,178,208,370,178,192,383,185,198,-,-,-,285,142,143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,基隆市,6284,2966,3318,2224,1111,1113,1990,922,1068,2065,931,1134,5,2,3,2090,958,1132,4243,1776,2467,1480,632,848,1374,562,812,1386,582,804,3,-,3,1391,587,804,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1208,729,479,432,301,131,371,223,148,405,205,200,-,-,-,395,212,183,833,461,372,312,178,134,245,137,108,274,144,130,2,2,-,304,159,145
100學年,新竹市,8112,4085,4027,2844,1439,1405,2662,1355,1307,2603,1289,1314,3,2,1,2568,1273,1295,5117,2631,2486,1712,887,825,1711,883,828,1694,861,833,-,-,-,1677,860,817,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1780,943,837,708,371,337,549,296,253,520,274,246,3,2,1,510,253,257,1215,511,704,424,181,243,402,176,226,389,154,235,-,-,-,381,160,221
100學年,嘉義市,6921,3468,3453,2323,1110,1213,2442,1231,1211,2156,1127,1029,-,-,-,2136,1089,1047,4260,2217,2043,1435,737,698,1407,736,671,1418,744,674,-,-,-,1449,778,671,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2661,1251,1410,888,373,515,1035,495,540,738,383,355,-,-,-,687,311,376
100學年,金門縣,1028,498,530,342,166,176,347,166,181,339,166,173,-,-,-,300,125,175,1028,498,530,342,166,176,347,166,181,339,166,173,-,-,-,300,125,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,總計,311554,159363,152191,107854,55125,52729,103886,53461,50425,99747,50720,49027,67,57,10,97944,49558,48386,120076,63082,56994,40533,21168,19365,39883,21114,18769,39633,20777,18856,27,23,4,39089,20244,18845,66579,33579,33000,22356,11339,11017,22205,11295,10910,22012,10942,11070,6,3,3,21562,10719,10843,38835,19533,19302,14578,7363,7215,13160,6674,6486,11093,5492,5601,4,4,-,10573,5106,5467,86064,43169,42895,30387,15255,15132,28638,14378,14260,27009,13509,13500,30,27,3,26720,13489,13231
99學年,臺北市,66924,33378,33546,22546,11254,11292,22384,11185,11199,21985,10930,11055,9,9,-,21762,10719,11043,3907,2700,1207,1288,891,397,1287,891,396,1332,918,414,-,-,-,1279,859,420,47119,23701,23418,15801,8028,7773,15764,7976,7788,15554,7697,7857,-,-,-,15381,7563,7818,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15898,6977,8921,5457,2335,3122,5333,2318,3015,5099,2315,2784,9,9,-,5102,2297,2805
99學年,高雄市,25739,13223,12516,8738,4453,4285,8689,4533,4156,8306,4234,4072,6,3,3,8239,4235,4004,845,450,395,284,145,139,283,155,128,278,150,128,-,-,-,413,207,206,19460,9878,9582,6555,3311,3244,6441,3319,3122,6458,3245,3213,6,3,3,6181,3156,3025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5434,2895,2539,1899,997,902,1965,1059,906,1570,839,731,-,-,-,1645,872,773
99學年,臺北縣,38874,19965,18909,13435,6793,6642,12966,6704,6262,12463,6460,6003,10,8,2,11733,5958,5775,14891,7884,7007,5050,2510,2540,4954,2731,2223,4886,2642,2244,1,1,-,4625,2459,2166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10870,5694,5176,3776,2022,1754,3693,1903,1790,3401,1769,1632,-,-,-,3120,1545,1575,13113,6387,6726,4609,2261,2348,4319,2070,2249,4176,2049,2127,9,7,2,3988,1954,2034
99學年,宜蘭縣,6412,3257,3155,2236,1159,1077,2153,1085,1068,2023,1013,1010,-,-,-,2137,1081,1056,5148,2441,2707,1711,823,888,1710,800,910,1727,818,909,-,-,-,1800,845,955,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,32,10,22,17,5,20,15,5,-,-,-,-,-,-,-,-,-,1222,784,438,503,319,184,423,270,153,296,195,101,-,-,-,337,236,101
99學年,桃園縣,27757,14425,13332,10024,5171,4853,9432,4937,4495,8293,4310,3983,8,7,1,8158,4148,4010,13518,7280,6238,4569,2440,2129,4522,2448,2074,4424,2390,2034,3,2,1,4403,2327,2076,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7079,3472,3607,3049,1451,1598,2552,1283,1269,1477,737,740,1,1,-,1459,677,782,7160,3673,3487,2406,1280,1126,2358,1206,1152,2392,1183,1209,4,4,-,2296,1144,1152
99學年,新竹縣,2698,1342,1356,999,509,490,904,439,465,795,394,401,-,-,-,920,412,508,1802,839,963,591,277,314,602,279,323,609,283,326,-,-,-,557,225,332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,312,172,140,140,79,61,147,75,72,25,18,7,-,-,-,33,21,12,584,331,253,268,153,115,155,85,70,161,93,68,-,-,-,330,166,164
99學年,苗栗縣,4589,2198,2391,1540,761,779,1560,726,834,1489,711,778,-,-,-,1476,666,810,3282,1437,1845,1094,510,584,1116,455,661,1072,472,600,-,-,-,1056,421,635,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,124,24,52,45,7,49,40,9,47,39,8,-,-,-,47,31,16,1159,637,522,394,206,188,395,231,164,370,200,170,-,-,-,373,214,159
99學年,臺中縣,17589,9325,8264,6188,3292,2896,5790,3114,2676,5604,2913,2691,7,6,1,5580,3044,2536,5557,2976,2581,1954,1045,909,1802,990,812,1800,940,860,1,1,-,1801,1007,794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3272,1618,1654,1181,599,582,1091,544,547,997,472,525,3,3,-,1006,511,495,8760,4731,4029,3053,1648,1405,2897,1580,1317,2807,1501,1306,3,2,1,2773,1526,1247
99學年,彰化縣,10934,5746,5188,3811,1991,1820,3563,1868,1695,3556,1883,1673,4,4,-,3405,1802,1603,7730,4087,3643,2534,1328,1206,2564,1355,1209,2628,1400,1228,4,4,-,2559,1352,1207,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1170,548,622,494,224,270,334,161,173,342,163,179,-,-,-,295,144,151,2034,1111,923,783,439,344,665,352,313,586,320,266,-,-,-,551,306,245
99學年,南投縣,3884,1959,1925,1469,755,714,1424,708,716,987,492,495,4,4,-,940,458,482,2222,1078,1144,853,420,433,764,365,399,601,289,312,4,4,-,624,288,336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,667,305,362,217,100,117,229,107,122,221,98,123,-,-,-,168,79,89,995,576,419,399,235,164,431,236,195,165,105,60,-,-,-,148,91,57
99學年,雲林縣,7944,4159,3785,2785,1510,1275,2602,1340,1262,2557,1309,1248,-,-,-,2607,1386,1221,4078,2049,2029,1372,726,646,1351,684,667,1355,639,716,-,-,-,1378,698,680,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1021,542,479,351,185,166,376,199,177,294,158,136,-,-,-,323,174,149,2845,1568,1277,1062,599,463,875,457,418,908,512,396,-,-,-,906,514,392
99學年,嘉義縣,2483,1196,1287,862,410,452,864,433,431,757,353,404,-,-,-,741,344,397,1135,486,649,383,166,217,380,175,205,372,145,227,-,-,-,372,142,230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,446,199,247,180,72,108,168,80,88,98,47,51,-,-,-,99,43,56,902,511,391,299,172,127,316,178,138,287,161,126,-,-,-,270,159,111
99學年,臺南縣,13243,7223,6020,4604,2510,2094,4329,2405,1924,4310,2308,2002,-,-,-,4065,2196,1869,5440,2686,2754,1873,933,940,1792,899,893,1775,854,921,-,-,-,1561,744,817,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1017,454,563,380,170,210,334,157,177,303,127,176,-,-,-,296,129,167,6786,4083,2703,2351,1407,944,2203,1349,854,2232,1327,905,-,-,-,2208,1323,885
99學年,高雄縣,11996,6468,5528,4144,2215,1929,3975,2156,1819,3867,2088,1779,10,9,1,3852,2094,1758,6784,3727,3057,2301,1254,1047,2241,1256,985,2233,1209,1024,9,8,1,2184,1227,957,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3743,1915,1828,1304,659,645,1222,625,597,1217,631,586,-,-,-,1246,614,632,1469,826,643,539,302,237,512,275,237,417,248,169,1,1,-,422,253,169
99學年,屏東縣,8794,4299,4495,3150,1495,1655,2836,1461,1375,2808,1343,1465,-,-,-,2734,1334,1400,5835,2957,2878,1958,988,970,1921,1002,919,1956,967,989,-,-,-,1947,958,989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1617,673,944,635,246,389,486,230,256,496,197,299,-,-,-,429,176,253,1342,669,673,557,261,296,429,229,200,356,179,177,-,-,-,358,200,158
