學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
101學年,雲林縣,892,588,304,313,202,111,272,169,103,307,217,90,-,-,-,321,190,131,396,240,156,168,98,70,126,76,50,102,66,36,-,-,-,149,76,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,25,29,21,10,11,16,6,10,17,9,8,-,-,-,22,10,12,442,323,119,124,94,30,130,87,43,188,142,46,-,-,-,150,104,46
101學年,嘉義縣,347,239,108,130,94,36,126,80,46,91,65,26,-,-,-,125,87,38,127,85,42,50,33,17,39,26,13,38,26,12,-,-,-,40,27,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220,154,66,80,61,19,87,54,33,53,39,14,-,-,-,85,60,25
101學年,屏東縣,1907,1202,705,673,442,231,590,364,226,644,396,248,-,-,-,568,341,227,601,450,151,242,177,65,179,135,44,180,138,42,-,-,-,189,123,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1306,752,554,431,265,166,411,229,182,464,258,206,-,-,-,379,218,161
101學年,臺東縣,455,221,234,158,90,68,150,66,84,147,65,82,-,-,-,96,57,39,444,219,225,158,90,68,139,64,75,147,65,82,-,-,-,96,57,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,2,9,-,-,-,11,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,花蓮縣,985,559,426,326,214,112,288,154,134,371,191,180,-,-,-,395,205,190,629,342,287,227,140,87,198,96,102,204,106,98,-,-,-,199,104,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,356,217,139,99,74,25,90,58,32,167,85,82,-,-,-,196,101,95
101學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,基隆市,1215,653,562,413,236,177,364,189,175,438,228,210,-,-,-,532,261,271,848,410,438,310,170,140,258,119,139,280,121,159,-,-,-,384,155,229,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,367,243,124,103,66,37,106,70,36,158,107,51,-,-,-,148,106,42
101學年,新竹市,2600,1560,1040,911,586,325,868,506,362,821,468,353,-,-,-,858,444,414,514,330,184,211,144,67,160,106,54,143,80,63,-,-,-,181,84,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,49,36,31,20,11,31,15,16,23,14,9,-,-,-,51,20,31,2001,1181,820,669,422,247,677,385,292,655,374,281,-,-,-,626,340,286
101學年,嘉義市,828,572,256,307,216,91,240,177,63,281,179,102,-,-,-,249,186,63,520,357,163,205,141,64,137,99,38,178,117,61,-,-,-,163,117,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,308,215,93,102,75,27,103,78,25,103,62,41,-,-,-,86,69,17
101學年,金門縣,56,26,30,31,19,12,25,7,18,-,-,-,-,-,-,-,-,-,56,26,30,31,19,12,25,7,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,總計,82763,48165,34598,29848,17890,11958,26100,15180,10920,26758,15054,11704,57,41,16,28050,15646,12404,27086,15518,11568,10259,6292,3967,7896,4507,3389,8931,4719,4212,-,-,-,9163,4735,4428,4414,2327,2087,1550,828,722,1420,759,661,1444,740,704,-,-,-,1497,789,708,200,95,105,73,34,39,49,29,20,78,32,46,-,-,-,70,39,31,51063,30225,20838,17966,10736,7230,16735,9885,6850,16305,9563,6742,57,41,16,17320,10083,7237
100學年,新北市,11605,6580,5025,4110,2367,1743,3629,2058,1571,3866,2155,1711,-,-,-,4004,2163,1841,2445,1659,786,884,596,288,728,492,236,833,571,262,-,-,-,824,568,256,1202,356,846,436,117,319,386,124,262,380,115,265,-,-,-,360,106,254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7958,4565,3393,2790,1654,1136,2515,1442,1073,2653,1469,1184,-,-,-,2820,1489,1331
100學年,臺北市,9749,5068,4681,3162,1600,1562,3260,1708,1552,3270,1719,1551,57,41,16,3275,1695,1580,568,139,429,164,48,116,203,49,154,201,42,159,-,-,-,188,34,154,883,701,182,309,253,56,317,253,64,257,195,62,-,-,-,247,204,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8298,4228,4070,2689,1299,1390,2740,1406,1334,2812,1482,1330,57,41,16,2840,1457,1383
100學年,臺中市,13880,8280,5600,4888,3057,1831,4250,2521,1729,4742,2702,2040,-,-,-,4792,2775,2017,4949,2738,2211,1800,1061,739,1356,757,599,1793,920,873,-,-,-,1771,896,875,30,14,16,19,11,8,11,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8901,5528,3373,3069,1985,1084,2883,1761,1122,2949,1782,1167,-,-,-,3021,1879,1142
100學年,臺南市,4264,2539,1725,1515,915,600,1398,810,588,1351,814,537,-,-,-,1463,792,671,2366,1364,1002,840,510,330,688,394,294,838,460,378,-,-,-,842,400,442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1898,1175,723,675,405,270,710,416,294,513,354,159,-,-,-,621,392,229
100學年,高雄市,6569,3837,2732,2498,1469,1029,2044,1199,845,2027,1169,858,-,-,-,2311,1322,989,1052,594,458,449,255,194,291,172,119,312,167,145,-,-,-,409,219,190,2299,1256,1043,786,447,339,706,379,327,807,430,377,-,-,-,890,479,411,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3218,1987,1231,1263,767,496,1047,648,399,908,572,336,-,-,-,1012,624,388
100學年,宜蘭縣,1884,1168,716,827,556,271,554,328,226,503,284,219,-,-,-,516,280,236,1884,1168,716,827,556,271,554,328,226,503,284,219,-,-,-,516,280,236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,桃園縣,13041,7844,5197,4863,3028,1835,4077,2464,1613,4101,2352,1749,-,-,-,4266,2492,1774,2206,1329,877,882,591,291,623,368,255,701,370,331,-,-,-,738,403,335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10835,6515,4320,3981,2437,1544,3454,2096,1358,3400,1982,1418,-,-,-,3528,2089,1439
100學年,新竹縣,2082,1302,780,795,504,291,649,386,263,638,412,226,-,-,-,812,488,324,230,86,144,83,32,51,70,24,46,77,30,47,-,-,-,74,19,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1852,1216,636,712,472,240,579,362,217,561,382,179,-,-,-,738,469,269
100學年,苗栗縣,1750,944,806,631,355,276,589,325,264,530,264,266,-,-,-,597,288,309,452,183,269,159,79,80,125,53,72,168,51,117,-,-,-,174,39,135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1298,761,537,472,276,196,464,272,192,362,213,149,-,-,-,423,249,174
100學年,彰化縣,5838,3475,2363,2212,1401,811,1724,1053,671,1902,1021,881,-,-,-,2006,1071,935,4680,2676,2004,1788,1101,687,1362,799,563,1530,776,754,-,-,-,1515,773,742,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1158,799,359,424,300,124,362,254,108,372,245,127,-,-,-,491,298,193
100學年,南投縣,1618,927,691,630,384,246,467,262,205,521,281,240,-,-,-,586,287,299,1536,877,659,597,365,232,434,237,197,505,275,230,-,-,-,555,267,288,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82,50,32,33,19,14,33,25,8,16,6,10,-,-,-,31,20,11
100學年,雲林縣,1011,650,361,344,210,134,323,226,97,344,214,130,-,-,-,363,241,122,477,279,198,189,115,74,135,85,50,153,79,74,-,-,-,171,93,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,29,32,21,9,12,17,9,8,23,11,12,-,-,-,17,9,8,473,342,131,134,86,48,171,132,39,168,124,44,-,-,-,175,139,36
100學年,嘉義縣,353,247,106,128,87,41,99,72,27,126,88,38,-,-,-,82,60,22,137,94,43,58,40,18,39,27,12,40,27,13,-,-,-,58,38,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,216,153,63,70,47,23,60,45,15,86,61,25,-,-,-,24,22,2
100學年,屏東縣,2120,1351,769,800,535,265,721,451,270,599,365,234,-,-,-,638,406,232,678,499,179,285,218,67,199,154,45,194,127,67,-,-,-,256,182,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1442,852,590,515,317,198,522,297,225,405,238,167,-,-,-,382,224,158
100學年,臺東縣,475,222,253,206,103,103,172,81,91,97,38,59,-,-,-,125,69,56,455,215,240,186,96,90,172,81,91,97,38,59,-,-,-,112,65,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,7,13,20,7,13,-,-,-,-,-,-,-,-,-,13,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,花蓮縣,1320,730,590,406,237,169,462,247,215,452,246,206,-,-,-,406,240,166,793,440,353,293,170,123,260,134,126,240,136,104,-,-,-,256,156,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527,290,237,113,67,46,202,113,89,212,110,102,-,-,-,150,84,66
100學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,基隆市,1559,827,732,499,283,216,497,266,231,563,278,285,-,-,-,541,246,295,1046,472,574,342,175,167,307,136,171,397,161,236,-,-,-,346,123,223,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,513,355,158,157,108,49,190,130,60,166,117,49,-,-,-,195,123,72
100學年,新竹市,2792,1598,1194,1038,615,423,893,526,367,861,457,404,-,-,-,958,539,419,564,334,230,229,162,67,153,87,66,182,85,97,-,-,-,171,81,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,59,60,32,18,14,32,20,12,55,21,34,-,-,-,40,26,14,2109,1205,904,777,435,342,708,419,289,624,351,273,-,-,-,747,432,315
100學年,嘉義市,819,564,255,262,172,90,292,197,95,265,195,70,-,-,-,309,192,117,534,360,174,170,110,60,197,130,67,167,120,47,-,-,-,187,99,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,285,204,81,92,62,30,95,67,28,98,75,23,-,-,-,122,93,29
100學年,金門縣,34,12,22,34,12,22,-,-,-,-,-,-,-,-,-,-,-,-,34,12,22,34,12,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,總計,87494,50175,37319,29746,17549,12197,28492,16196,12296,29166,16369,12797,90,61,29,28846,16153,12693,29035,16057,12978,9835,5925,3910,9762,5247,4515,9438,4885,4553,-,-,-,9362,4846,4516,3510,2147,1363,1170,743,427,1138,675,463,1202,729,473,-,-,-,1270,751,519,1457,495,962,548,190,358,468,152,316,440,152,288,1,1,-,437,140,297,53492,31476,22016,18193,10691,7502,17124,10122,7002,18086,10603,7483,89,60,29,17777,10416,7361
99學年,臺北市,10567,5521,5046,3459,1780,1679,3449,1822,1627,3570,1859,1711,89,60,29,3435,1926,1509,638,145,493,220,58,162,225,53,172,193,34,159,-,-,-,203,37,166,935,743,192,405,326,79,270,203,67,260,214,46,-,-,-,315,259,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8994,4633,4361,2834,1396,1438,2954,1566,1388,3117,1611,1506,89,60,29,2917,1630,1287
99學年,高雄市,4674,2659,2015,1463,839,624,1472,827,645,1739,993,746,-,-,-,1776,962,814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2575,1404,1171,765,417,348,868,472,396,942,515,427,-,-,-,955,492,463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2099,1255,844,698,422,276,604,355,249,797,478,319,-,-,-,821,470,351
99學年,臺北縣,12449,6979,5470,4205,2381,1824,4142,2341,1801,4102,2257,1845,-,-,-,4151,2307,1844,2533,1747,786,822,570,252,880,605,275,831,572,259,-,-,-,766,498,268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1239,378,861,485,150,335,389,119,270,365,109,256,-,-,-,373,112,261,8677,4854,3823,2898,1661,1237,2873,1617,1256,2906,1576,1330,-,-,-,3012,1697,1315
99學年,宜蘭縣,2025,1227,798,860,561,299,583,343,240,582,323,259,-,-,-,590,302,288,2025,1227,798,860,561,299,583,343,240,582,323,259,-,-,-,590,302,288,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,桃園縣,13377,7965,5412,4639,2830,1809,4330,2546,1784,4408,2589,1819,-,-,-,4489,2594,1895,2229,1288,941,701,438,263,778,439,339,750,411,339,-,-,-,817,442,375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11148,6677,4471,3938,2392,1546,3552,2107,1445,3658,2178,1480,-,-,-,3672,2152,1520
99學年,新竹縣,2260,1437,823,757,488,269,681,449,232,822,500,322,-,-,-,839,468,371,227,76,151,72,25,47,81,32,49,74,19,55,-,-,-,77,30,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2033,1361,672,685,463,222,600,417,183,748,481,267,-,-,-,762,438,324
99學年,苗栗縣,1747,920,827,553,306,247,545,289,256,649,325,324,-,-,-,670,345,325,503,167,336,157,77,80,168,50,118,178,40,138,-,-,-,150,40,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1244,753,491,396,229,167,377,239,138,471,285,186,-,-,-,520,305,215
99學年,臺中縣,7519,5021,2498,2637,1770,867,2503,1649,854,2379,1602,777,-,-,-,2273,1457,816,2305,1504,801,801,536,265,768,492,276,736,476,260,-,-,-,702,431,271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5214,3517,1697,1836,1234,602,1735,1157,578,1643,1126,517,-,-,-,1571,1026,545
99學年,彰化縣,6362,3643,2719,2166,1378,788,2109,1158,951,2087,1107,980,-,-,-,2094,1198,896,5013,2741,2272,1730,1062,668,1700,883,817,1583,796,787,-,-,-,1560,830,730,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1349,902,447,436,316,120,409,275,134,504,311,193,-,-,-,534,368,166
99學年,南投縣,1824,1011,813,647,398,249,566,310,256,611,303,308,-,-,-,588,297,291,1728,948,780,599,361,238,548,304,244,581,283,298,-,-,-,552,268,284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,63,33,48,37,11,18,6,12,30,20,10,-,-,-,36,29,7
99學年,雲林縣,1061,688,373,345,235,110,358,216,142,358,237,121,-,-,-,347,224,123,528,307,221,181,120,61,172,91,81,175,96,79,-,-,-,166,90,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,34,28,22,15,7,23,10,13,17,9,8,-,-,-,23,8,15,471,347,124,142,100,42,163,115,48,166,132,34,-,-,-,158,126,32
99學年,嘉義縣,340,245,95,120,82,38,138,103,35,82,60,22,-,-,-,65,46,19,156,103,53,54,35,19,44,30,14,58,38,20,-,-,-,47,36,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,184,142,42,66,47,19,94,73,21,24,22,2,-,-,-,18,10,8
99學年,臺南縣,1856,1102,754,641,374,267,591,367,224,624,361,263,-,-,-,668,389,279,1221,693,528,382,233,149,419,236,183,420,224,196,-,-,-,445,249,196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,635,409,226,259,141,118,172,131,41,204,137,67,-,-,-,223,140,83
99學年,高雄縣,1857,1078,779,661,375,286,542,319,223,654,384,270,-,-,-,763,469,294,1152,639,513,389,223,166,347,190,157,416,226,190,-,-,-,442,262,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,705,439,266,272,152,120,195,129,66,238,158,80,-,-,-,321,207,114
99學年,屏東縣,2132,1331,801,813,506,307,647,400,247,672,425,247,-,-,-,543,341,202,728,523,205,261,198,63,208,141,67,259,184,75,-,-,-,231,171,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1404,808,596,552,308,244,439,259,180,413,241,172,-,-,-,312,170,142
99學年,臺東縣,476,245,231,200,108,92,133,58,75,143,79,64,-,-,-,135,73,62,462,240,222,200,108,92,133,58,75,129,74,55,-,-,-,135,73,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,5,9,-,-,-,-,-,-,14,5,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,花蓮縣,1485,824,661,552,293,259,506,278,228,427,253,174,-,-,-,351,192,159,831,473,358,291,157,134,283,159,124,257,157,100,-,-,-,229,126,103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,654,351,303,261,136,125,223,119,104,170,96,74,-,-,-,122,66,56
99學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,基隆市,1837,946,891,643,370,273,634,317,317,560,259,301,-,-,-,507,245,262,1208,512,696,411,202,209,444,184,260,353,126,227,-,-,-,341,129,212,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,629,434,195,232,168,64,190,133,57,207,133,74,-,-,-,166,116,50
99學年,新竹市,2898,1640,1258,990,572,418,902,490,412,1005,577,428,1,1,-,961,538,423,558,298,260,183,110,73,199,103,96,176,85,91,-,-,-,182,106,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142,78,64,41,25,16,56,23,33,44,29,15,1,1,-,41,20,21,2198,1264,934,766,437,329,647,364,283,785,463,322,-,-,-,738,412,326
99學年,臺中市,7257,3618,3639,2221,1177,1044,2548,1235,1313,2488,1206,1282,-,-,-,2443,1146,1297,3007,1320,1687,865,440,425,1109,469,640,1033,411,622,-,-,-,1044,390,654,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4250,2298,1952,1356,737,619,1439,766,673,1455,795,660,-,-,-,1399,756,643
99學年,嘉義市,869,576,293,257,170,87,297,211,86,315,195,120,-,-,-,282,167,115,568,354,214,189,127,62,189,129,60,190,98,92,-,-,-,212,120,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,301,222,79,68,43,25,108,82,26,125,97,28,-,-,-,70,47,23
99學年,臺南市,2622,1499,1123,917,556,361,816,468,348,889,475,414,-,-,-,876,467,409,1415,752,663,467,284,183,484,256,228,464,212,252,-,-,-,471,216,255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1207,747,460,450,272,178,332,212,120,425,263,162,-,-,-,405,251,154
99學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,總計,92752,52631,40121,32030,18594,13436,30983,17532,13451,29681,16457,13224,58,48,10,30246,16615,13631,31889,17238,14651,11871,6718,5153,10402,5529,4873,9616,4991,4625,-,-,-,9912,4958,4954,3883,2329,1554,1350,823,527,1228,730,498,1302,773,529,3,3,-,1199,697,502,1486,512,974,596,217,379,443,146,297,447,149,298,-,-,-,459,145,314,55494,32552,22942,18213,10836,7377,18910,11127,7783,18316,10544,7772,55,45,10,18676,10815,7861
98學年,臺北市,10940,5727,5213,3621,1910,1711,3683,1951,1732,3581,1821,1760,55,45,10,3475,1883,1592,642,132,510,229,56,173,206,38,168,207,38,169,-,-,-,219,48,171,909,736,173,309,243,66,279,231,48,321,262,59,-,-,-,246,206,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9389,4859,4530,3083,1611,1472,3198,1682,1516,3053,1521,1532,55,45,10,3010,1629,1381
98學年,高雄市,5038,2812,2226,1533,863,670,1689,952,737,1813,994,819,3,3,-,1963,1045,918,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2974,1593,1381,1041,580,461,949,499,450,981,511,470,3,3,-,953,491,462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2064,1219,845,492,283,209,740,453,287,832,483,349,-,-,-,1010,554,456
98學年,臺北縣,13236,7462,5774,4578,2630,1948,4391,2465,1926,4267,2367,1900,-,-,-,4500,2368,2132,2624,1789,835,961,668,293,885,612,273,778,509,269,-,-,-,844,583,261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1242,389,853,493,167,326,368,103,265,381,119,262,-,-,-,405,118,287,9370,5284,4086,3124,1795,1329,3138,1750,1388,3108,1739,1369,-,-,-,3251,1667,1584
98學年,宜蘭縣,2156,1254,902,889,579,310,661,367,294,606,308,298,-,-,-,694,352,342,2156,1254,902,889,579,310,661,367,294,606,308,298,-,-,-,694,352,342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
