學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
101學年,雲林縣,2139,1064,1075,738,385,353,740,375,365,657,301,356,4,3,1,635,287,348,1023,520,503,361,206,155,354,173,181,304,138,166,4,3,1,335,156,179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1116,544,572,377,179,198,386,202,184,353,163,190,-,-,-,300,131,169
101學年,嘉義縣,647,313,334,194,110,84,232,101,131,221,102,119,-,-,-,223,119,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,647,313,334,194,110,84,232,101,131,221,102,119,-,-,-,223,119,104
101學年,屏東縣,2198,999,1199,694,317,377,738,352,386,760,325,435,6,5,1,766,335,431,2086,938,1148,694,317,377,738,352,386,648,264,384,6,5,1,688,289,399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112,61,51,-,-,-,-,-,-,112,61,51,-,-,-,78,46,32
101學年,臺東縣,4260,2026,2234,1446,712,734,1418,643,775,1395,670,725,1,1,-,1353,663,690,3694,1828,1866,1256,649,607,1220,572,648,1217,606,611,1,1,-,1231,635,596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,37,6,13,9,4,14,13,1,16,15,1,-,-,-,7,3,4,523,161,362,177,54,123,184,58,126,162,49,113,-,-,-,115,25,90
101學年,花蓮縣,3398,1689,1709,1171,588,583,1139,578,561,1088,523,565,-,-,-,1095,507,588,563,317,246,200,120,80,185,105,80,178,92,86,-,-,-,226,120,106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,9,6,-,6,3,-,3,-,-,-,-,-,-,-,-,-,2826,1372,1454,965,468,497,951,473,478,910,431,479,-,-,-,869,387,482
101學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,基隆市,467,161,306,163,64,99,164,63,101,140,34,106,-,-,-,142,32,110,467,161,306,163,64,99,164,63,101,140,34,106,-,-,-,142,32,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,新竹市,4263,1766,2497,1423,563,860,1238,536,702,1599,665,934,3,2,1,1626,752,874,943,457,486,318,140,178,314,153,161,311,164,147,-,-,-,310,153,157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222,102,120,-,-,-,-,-,-,222,102,120,-,-,-,220,108,112,3098,1207,1891,1105,423,682,924,383,541,1066,399,667,3,2,1,1096,491,605
101學年,嘉義市,2149,921,1228,695,280,415,663,279,384,789,361,428,2,1,1,759,331,428,1485,664,821,475,195,280,448,199,249,560,269,291,2,1,1,548,266,282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,664,257,407,220,85,135,215,80,135,229,92,137,-,-,-,211,65,146
101學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,連江縣,364,197,167,148,83,65,113,62,51,103,52,51,-,-,-,103,53,50,364,197,167,148,83,65,113,62,51,103,52,51,-,-,-,103,53,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,總計,83674,39252,44422,27660,13192,14468,27719,12916,14803,28250,13109,15141,45,35,10,31022,14201,16821,35029,16356,18673,11561,5460,6101,11530,5358,6172,11919,5524,6395,19,14,5,12302,5520,6782,10258,5398,4860,3553,1830,1723,3422,1848,1574,3272,1710,1562,11,10,1,3208,1553,1655,1702,765,937,447,209,238,621,278,343,634,278,356,-,-,-,822,347,475,36685,16733,19952,12099,5693,6406,12146,5432,6714,12425,5597,6828,15,11,4,14690,6781,7909
100學年,新北市,5784,2644,3140,1939,886,1053,1902,876,1026,1943,882,1061,-,-,-,1973,857,1116,2008,908,1100,645,292,353,678,305,373,685,311,374,-,-,-,674,313,361,1451,658,793,502,231,271,488,225,263,461,202,259,-,-,-,458,181,277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2325,1078,1247,792,363,429,736,346,390,797,369,428,-,-,-,841,363,478
100學年,臺北市,7463,3378,4085,2512,1152,1360,2480,1150,1330,2459,1067,1392,12,9,3,2783,1193,1590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4571,2721,1850,1656,945,711,1496,924,572,1411,845,566,8,7,1,1404,800,604,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2892,657,2235,856,207,649,984,226,758,1048,222,826,4,2,2,1379,393,986
100學年,臺中市,5575,2483,3092,1942,884,1058,1875,810,1065,1758,789,969,-,-,-,2893,1347,1546,1497,595,902,519,230,289,486,166,320,492,199,293,-,-,-,488,201,287,691,307,384,216,94,122,242,108,134,233,105,128,-,-,-,223,90,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3387,1581,1806,1207,560,647,1147,536,611,1033,485,548,-,-,-,2182,1056,1126
100學年,臺南市,8259,3155,5104,2590,1053,1537,2844,1080,1764,2821,1018,1803,4,4,-,2877,1056,1821,5506,2477,3029,1727,818,909,1828,841,987,1947,814,1133,4,4,-,1980,886,1094,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2753,678,2075,863,235,628,1016,239,777,874,204,670,-,-,-,897,170,727
100學年,高雄市,8978,4488,4490,2829,1411,1418,2936,1492,1444,3210,1582,1628,3,3,-,3482,1657,1825,694,306,388,234,99,135,232,102,130,228,105,123,-,-,-,223,99,124,3545,1712,1833,1179,560,619,1196,591,605,1167,558,609,3,3,-,1123,482,641,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4739,2470,2269,1416,752,664,1508,799,709,1815,919,896,-,-,-,2136,1076,1060
100學年,宜蘭縣,1694,829,865,601,309,292,559,283,276,533,237,296,1,-,1,529,249,280,1512,743,769,533,269,264,503,259,244,475,215,260,1,-,1,466,212,254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182,86,96,68,40,28,56,24,32,58,22,36,-,-,-,63,37,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,桃園縣,7777,4466,3311,2519,1483,1036,2491,1416,1075,2761,1561,1200,6,6,-,3052,1727,1325,2505,1279,1226,864,457,407,844,435,409,797,387,410,-,-,-,790,383,407,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5272,3187,2085,1655,1026,629,1647,981,666,1964,1174,790,6,6,-,2262,1344,918
100學年,新竹縣,4925,2527,2398,1830,937,893,1583,798,785,1512,792,720,-,-,-,1683,820,863,2146,1078,1068,717,337,380,717,360,357,712,381,331,-,-,-,713,339,374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187,83,104,2779,1449,1330,1113,600,513,866,438,428,800,411,389,-,-,-,783,398,385
100學年,苗栗縣,4676,2182,2494,1543,740,803,1534,711,823,1599,731,868,-,-,-,1614,718,896,1896,806,1090,644,276,368,649,280,369,603,250,353,-,-,-,733,300,433,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1026,438,588,356,154,202,321,138,183,349,146,203,-,-,-,331,118,213,1754,938,816,543,310,233,564,293,271,647,335,312,-,-,-,550,300,250
100學年,彰化縣,5124,2269,2855,1739,777,962,1710,766,944,1674,725,949,1,1,-,1665,660,1005,3626,1662,1964,1220,551,669,1213,556,657,1192,554,638,1,1,-,1183,501,682,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1498,607,891,519,226,293,497,210,287,482,171,311,-,-,-,482,159,323
100學年,南投縣,2717,1282,1435,795,372,423,811,372,439,1108,535,573,3,3,-,1344,609,735,2717,1282,1435,795,372,423,811,372,439,1108,535,573,3,3,-,1344,609,735,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,雲林縣,2071,985,1086,750,379,371,673,308,365,642,294,348,6,4,2,759,389,370,1023,484,539,359,174,185,317,145,172,341,161,180,6,4,2,318,165,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1048,501,547,391,205,186,356,163,193,301,133,168,-,-,-,441,224,217
100學年,嘉義縣,700,338,362,247,110,137,229,108,121,224,120,104,-,-,-,225,125,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,700,338,362,247,110,137,229,108,121,224,120,104,-,-,-,225,125,100
100學年,屏東縣,2351,1070,1281,747,359,388,799,349,450,804,361,443,1,1,-,777,331,446,2134,948,1186,747,359,388,671,280,391,715,308,407,1,1,-,696,286,410,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,217,122,95,-,-,-,128,69,59,89,53,36,-,-,-,81,45,36
100學年,臺東縣,4337,2082,2255,1475,678,797,1458,708,750,1401,695,706,3,1,2,1391,625,766,3805,1909,1896,1269,609,660,1263,636,627,1270,663,607,3,1,2,1271,597,674,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,33,6,16,15,1,16,15,1,7,3,4,-,-,-,6,2,4,493,140,353,190,54,136,179,57,122,124,29,95,-,-,-,114,26,88
100學年,花蓮縣,3555,1730,1825,1283,657,626,1150,554,596,1122,519,603,-,-,-,1093,543,550,653,349,304,221,124,97,198,101,97,234,124,110,-,-,-,202,111,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,11,7,-,7,4,-,4,-,-,-,-,-,-,-,-,-,2891,1381,1510,1055,533,522,948,453,495,888,395,493,-,-,-,891,432,459
100學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,51,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,51,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,基隆市,453,131,322,165,63,102,142,35,107,144,33,111,2,-,2,156,27,129,451,131,320,165,63,102,142,35,107,144,33,111,-,-,-,146,26,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,2,-,2,10,1,9
100學年,新竹市,4659,2044,2615,1346,582,764,1645,682,963,1665,777,888,3,3,-,1730,847,883,943,475,468,315,154,161,312,164,148,316,157,159,-,-,-,302,154,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,444,208,236,-,-,-,224,101,123,220,107,113,-,-,-,235,107,128,3272,1361,1911,1031,428,603,1109,417,692,1129,513,616,3,3,-,1193,586,607
100學年,嘉義市,2228,982,1246,672,282,390,794,367,427,762,333,429,-,-,-,781,319,462,1565,737,828,451,198,253,562,270,292,552,269,283,-,-,-,558,236,322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,663,245,418,221,84,137,232,97,135,210,64,146,-,-,-,223,83,140
100學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,連江縣,348,187,161,136,78,58,104,51,53,108,58,50,-,-,-,96,51,45,348,187,161,136,78,58,104,51,53,108,58,50,-,-,-,96,51,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,總計,89088,41555,47533,28449,13327,15122,28928,13557,15371,31656,14635,17021,55,36,19,33319,15342,17977,36475,16902,19573,11675,5440,6235,12158,5702,6456,12614,5741,6873,28,19,9,12121,5498,6623,7868,4248,3620,2653,1487,1166,2607,1420,1187,2608,1341,1267,-,-,-,2531,1294,1237,4333,1897,2436,1426,650,776,1385,614,771,1522,633,889,-,-,-,1512,664,848,40412,18508,21904,12695,5750,6945,12778,5821,6957,14912,6920,7992,27,17,10,17155,7886,9269
99學年,臺北市,7793,3437,4356,2465,1137,1328,2498,1074,1424,2822,1221,1601,8,5,3,2834,1243,1591,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4308,2564,1744,1470,907,563,1413,842,571,1425,815,610,-,-,-,1411,833,578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3485,873,2612,995,230,765,1085,232,853,1397,406,991,8,5,3,1423,410,1013
99學年,高雄市,7072,3140,3932,2183,1008,1175,2329,1031,1298,2560,1101,1459,-,-,-,2179,926,1253,695,309,386,237,101,136,232,108,124,226,100,126,-,-,-,-,-,-,3560,1684,1876,1183,580,603,1194,578,616,1183,526,657,-,-,-,1120,461,659,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2817,1147,1670,763,327,436,903,345,558,1151,475,676,-,-,-,1059,465,594
99學年,臺北縣,5968,2703,3265,1940,887,1053,1984,912,1072,2041,902,1139,3,2,1,2134,1013,1121,2062,945,1117,677,299,378,690,319,371,695,327,368,-,-,-,624,294,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1454,633,821,508,233,275,481,216,265,465,184,281,-,-,-,469,215,254,2452,1125,1327,755,355,400,813,377,436,881,391,490,3,2,1,1041,504,537
99學年,宜蘭縣,1706,830,876,605,311,294,556,256,300,543,262,281,2,1,1,533,278,255,1490,723,767,523,273,250,489,229,260,476,220,256,2,1,1,464,236,228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,216,107,109,82,38,44,67,27,40,67,42,25,-,-,-,69,42,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,桃園縣,8536,4870,3666,2558,1461,1097,2838,1618,1220,3133,1785,1348,7,6,1,3307,1884,1423,2488,1245,1243,839,429,410,815,402,413,833,413,420,1,1,-,831,413,418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6048,3625,2423,1719,1032,687,2023,1216,807,2300,1372,928,6,5,1,2476,1471,1005
99學年,新竹縣,4839,2438,2401,1594,788,806,1547,817,730,1694,830,864,4,3,1,1647,789,858,2155,1085,1070,710,351,359,721,386,335,721,346,375,3,2,1,695,343,352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,85,104,-,-,-,-,-,-,189,85,104,-,-,-,197,83,114,2495,1268,1227,884,437,447,826,431,395,784,399,385,1,1,-,755,363,392
99學年,苗栗縣,4893,2277,2616,1595,761,834,1654,777,877,1644,739,905,-,-,-,1696,771,925,2019,858,1161,641,275,366,622,264,358,756,319,437,-,-,-,724,282,442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1025,417,608,333,145,188,359,153,206,333,119,214,-,-,-,328,140,188,1849,1002,847,621,341,280,673,360,313,555,301,254,-,-,-,644,349,295
99學年,臺中縣,6632,3013,3619,1923,838,1085,1801,818,983,2903,1354,1549,5,3,2,3117,1526,1591,1480,574,906,497,172,325,495,201,294,488,201,287,-,-,-,506,199,307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,710,310,400,249,113,136,237,106,131,224,91,133,-,-,-,218,78,140,4442,2129,2313,1177,553,624,1069,511,558,2191,1062,1129,5,3,2,2393,1249,1144
99學年,彰化縣,5089,2179,2910,1721,773,948,1686,732,954,1679,672,1007,3,2,1,1925,864,1061,3618,1629,1989,1216,552,664,1203,562,641,1196,513,683,3,2,1,1189,523,666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1471,550,921,505,221,284,483,170,313,483,159,324,-,-,-,736,341,395
99學年,南投縣,3320,1560,1760,822,379,443,1133,555,578,1365,626,739,-,-,-,1340,625,715,3320,1560,1760,822,379,443,1133,555,578,1365,626,739,-,-,-,1340,625,715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,雲林縣,2112,1005,1107,669,302,367,654,299,355,783,398,385,6,6,-,732,353,379,1005,487,518,311,142,169,349,165,184,339,174,165,6,6,-,301,138,163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1107,518,589,358,160,198,305,134,171,444,224,220,-,-,-,431,215,216
99學年,嘉義縣,699,370,329,248,124,124,226,121,105,225,125,100,-,-,-,227,125,102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,699,370,329,248,124,124,226,121,105,225,125,100,-,-,-,227,125,102
99學年,臺南縣,6357,2873,3484,2058,952,1106,2127,916,1211,2168,1002,1166,4,3,1,2174,1041,1133,5838,2602,3236,1831,843,988,1971,833,1138,2032,923,1109,4,3,1,1919,872,1047,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,519,271,248,227,109,118,156,83,73,136,79,57,-,-,-,255,169,86
99學年,高雄縣,2747,1719,1028,825,518,307,921,585,336,1001,616,385,-,-,-,983,645,338,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2747,1719,1028,825,518,307,921,585,336,1001,616,385,-,-,-,983,645,338
99學年,屏東縣,2472,1102,1370,802,359,443,835,376,459,827,364,463,8,3,5,824,378,446,2175,937,1238,693,297,396,729,315,414,745,322,423,8,3,5,712,324,388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,297,165,132,109,62,47,106,61,45,82,42,40,-,-,-,112,54,58
99學年,臺東縣,4420,2132,2288,1526,746,780,1466,734,732,1426,650,776,2,2,-,1363,655,708,3937,1984,1953,1313,667,646,1326,700,626,1297,616,681,1,1,-,1254,620,634,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,23,11,17,16,1,9,3,6,8,4,4,-,-,-,10,7,3,449,125,324,196,63,133,131,31,100,121,30,91,1,1,-,99,28,71
99學年,花蓮縣,3598,1744,1854,1282,631,651,1190,552,638,1126,561,565,-,-,-,1082,531,551,677,374,303,217,125,92,253,136,117,207,113,94,-,-,-,186,110,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,18,10,-,10,8,-,8,-,-,-,-,-,-,-,-,-,2903,1370,1533,1055,506,549,929,416,513,919,448,471,-,-,-,896,421,475
99學年,澎湖縣,125,54,71,-,-,-,-,-,-,125,54,71,-,-,-,109,36,73,125,54,71,-,-,-,-,-,-,125,54,71,-,-,-,109,36,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,基隆市,462,102,360,154,40,114,144,33,111,161,29,132,3,-,3,323,77,246,447,101,346,154,40,114,144,33,111,149,28,121,-,-,-,309,69,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,1,14,-,-,-,-,-,-,12,1,11,3,-,3,14,8,6
99學年,新竹市,5246,2454,2792,1735,738,997,1738,835,903,1773,881,892,-,-,-,1738,885,853,940,483,457,315,165,150,318,160,158,307,158,149,-,-,-,302,141,161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,687,322,365,227,105,122,224,109,115,236,108,128,-,-,-,221,99,122,3619,1649,1970,1193,468,725,1196,566,630,1230,615,615,-,-,-,1215,645,570
99學年,臺中市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1222,85,1137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1222,85,1137
99學年,嘉義市,2366,1039,1327,810,376,434,770,342,428,786,321,465,-,-,-,809,327,482,1690,789,901,571,277,294,558,275,283,561,237,324,-,-,-,558,223,335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,676,250,426,239,99,140,212,67,145,225,84,141,-,-,-,251,104,147
99學年,臺南市,2322,351,1971,826,145,681,721,115,606,775,91,684,-,-,-,923,235,688,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2322,351,1971,826,145,681,721,115,606,775,91,684,-,-,-,923,235,688
99學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,連江縣,314,163,151,108,53,55,110,59,51,96,51,45,-,-,-,98,50,48,314,163,151,108,53,55,110,59,51,96,51,45,-,-,-,98,50,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,總計,96396,45183,51213,29924,14166,15758,32378,15094,17284,33875,15763,18112,219,160,59,34748,16278,18470,37607,17396,20211,12315,5774,6541,12829,5875,6954,12347,5661,6686,116,86,30,12001,5571,6430,7905,4201,3704,2584,1406,1178,2670,1396,1274,2630,1387,1243,21,12,9,2481,1342,1139,4526,1985,2541,1428,642,786,1570,666,904,1527,677,850,1,-,1,1489,668,821,46358,21601,24757,13597,6344,7253,15309,7157,8152,17371,8038,9333,81,62,19,18777,8697,10080
98學年,臺北市,8499,3761,4738,2669,1165,1504,2905,1273,1632,2900,1303,1597,25,20,5,3637,1647,1990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4343,2573,1770,1423,849,574,1459,847,612,1459,875,584,2,2,-,1406,834,572,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4156,1188,2968,1246,316,930,1446,426,1020,1441,428,1013,23,18,5,2231,813,1418
98學年,高雄市,7232,3189,4043,2357,1049,1308,2613,1142,1471,2239,984,1255,23,14,9,2609,1198,1411,457,206,251,230,105,125,227,101,126,-,-,-,-,-,-,-,-,-,3562,1628,1934,1161,557,604,1211,549,662,1171,512,659,19,10,9,1075,508,567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3213,1355,1858,966,387,579,1175,492,683,1068,472,596,4,4,-,1534,690,844
98學年,臺北縣,6300,2913,3387,2038,944,1094,2097,932,1165,2160,1034,1126,5,3,2,2130,997,1133,2044,955,1089,700,321,379,703,330,373,641,304,337,-,-,-,628,311,317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1465,648,817,499,222,277,488,201,287,478,225,253,-,-,-,477,220,257,2791,1310,1481,839,401,438,906,401,505,1041,505,536,5,3,2,1025,466,559
98學年,宜蘭縣,1695,834,861,580,268,312,564,278,286,548,287,261,3,1,2,528,283,245,1480,713,767,501,231,270,497,236,261,479,245,234,3,1,2,466,247,219,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,215,121,94,79,37,42,67,42,25,69,42,27,-,-,-,62,36,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
